price,AreA,bedrooms,BATHROOMS,stories,mainroad,guestroom,basement,hotwaterheating,air conditioning,parking,prefarea,furnishing STATUS,houSeaGe
9240000.0,3500.0,4.0,3.0,2.0,yes,,no,yes,no,2.0,no,furnished,
4277000.0,3400.0,3.0,1.0,2.0,yes,no,yes,,no,2.0,yes,semi-furnished,
6790000.0,12090.0,4.0,2.0,2.0,yes,no,no,no,no,2.0,yes,furnished,
3990000.0,4050.0,2.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,unfurnished,
6475000.0,3960.0,3.0,1.0,1.0,yes,no,yes,no,no,2.0,no,semi-furnished,
8750000.0,4320.0,3.0,2.0,2.0,yes,no,yes,yes,no,2.0,no,semi-furnished,
3150000.0,3450.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,
3500000.0,12944.0,3.0,1.0,1.0,yes,,no,no,no,,no,unfurnished,
5460000.0,6100.0,3.0,1.0,3.0,yes,yes,no,no,yes,0.0,yes,semi-furnished,
4907000.0,4200.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,furnished,
9681000.0,6000.0,4.0,4.0,2.0,yes,yes,yes,yes,no,2.0,no,semi-furnished,
5075000.0,5720.0,2.0,1.0,2.0,yes,no,no,no,yes,0.0,yes,unfurnished,
3493000.0,4900.0,3.0,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,
7980000.0,9000.0,4.0,2.0,4.0,yes,no,no,no,yes,2.0,no,furnished,
9800000.0,5751.0,3.0,2.0,4.0,yes,yes,no,no,yes,1.0,yes,unfurnished,
7210000.0,7680.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished,
8400000.0,7476.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,unfurnished,
,6001.0,4.0,2.0,2.0,yes,no,yes,no,no,2.0,no,semi-furnished,
3885000.0,3180.0,4.0,2.0,2.0,yes,no,no,no,no,0.0,no,furnished,78.0
6895000.0,7700.0,3.0,2.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,
6300000.0,7200.0,3.0,2.0,1.0,yes,no,yes,no,yes,3.0,no,semi-furnished,
3500000.0,3512.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,yes,unfurnished,
6475000.0,7410.0,3.0,1.0,1.0,yes,yes,yes,no,yes,2.0,yes,unfurnished,
8080940.0,7001.0,3.0,3.0,4.0,yes,no,no,no,yes,2.0,no,furnished,
4480000.0,5885.0,2.0,1.0,1.0,yes,no,no,no,yes,1.0,no,unfurnished,
7980000.0,9000.0,4.0,3.0,4.0,yes,no,,no,yes,2.0,no,,
2450000.0,3500.0,2.0,1.0,1.0,yes,yes,no,no,no,0.0,no,unfurnished,
3850000.0,4080.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
2940000.0,2700.0,2.0,1.0,1.0,no,no,no,no,no,0.0,no,furnished,
4200000.0,7000.0,3.0,1.0,1.0,yes,no,no,no,no,3.0,no,furnished,
2695000.0,4000.0,2.0,1.0,1.0,yes,no,,no,no,0.0,,unfurnished,
8400000.0,7950.0,5.0,2.0,2.0,yes,no,yes,yes,no,2.0,no,,
3290000.0,3480.0,4.0,1.0,2.0,no,no,no,no,no,1.0,no,semi-furnished,
3850000.0,3850.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
4900000.0,3000.0,3.0,1.0,2.0,yes,no,yes,no,yes,0.0,no,semi-furnished,
2835000.0,2640.0,2.0,1.0,1.0,no,no,no,no,no,1.0,no,furnished,
4270000.0,2175.0,3.0,1.0,2.0,no,yes,yes,no,yes,0.0,no,unfurnished,
3465000.0,2145.0,3.0,1.0,3.0,yes,no,no,no,no,0.0,yes,furnished,
8295000.0,4880.0,4.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,furnished,
8890000.0,4600.0,3.0,2.0,2.0,yes,yes,no,no,yes,2.0,no,furnished,
2450000.0,3210.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,
6300000.0,4100.0,3.0,2.0,3.0,yes,no,no,no,yes,2.0,no,semi-furnished,
7350000.0,6000.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,furnished,
4830000.0,6040.0,3.0,1.0,1.0,yes,no,no,no,no,2.0,yes,semi-furnished,
4193000.0,8250.0,3.0,1.0,1.0,yes,no,yes,no,no,3.0,no,semi-furnished,
3500000.0,12944.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
5950000.0,7320.0,4.0,2.0,2.0,yes,no,no,no,no,0.0,no,furnished,
7525000.0,6001.0,3.0,2.0,4.0,yes,no,no,no,yes,1.0,no,furnished,
8400000.0,7951.0,5.0,3.0,2.0,yes,no,yes,yes,no,2.0,no,unfurnished,
2835000.0,3300.0,3.0,1.0,2.0,no,no,no,no,no,1.0,no,semi-furnished,
,7500.0,3.0,3.0,1.0,yes,,yes,no,yes,2.0,yes,semi-furnished,
4900000.0,4095.0,3.0,1.0,2.0,no,yes,yes,no,yes,0.0,no,semi-furnished,
7035000.0,6361.0,,2.0,3.0,yes,no,no,no,yes,2.0,yes,furnished,
3430000.0,2145.0,3.0,1.0,3.0,yes,no,no,no,no,0.0,yes,furnished,
2380000.0,3264.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
9240000.0,7801.0,3.0,3.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,
4515000.0,9860.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
5460000.0,6600.0,4.0,2.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished,
8400000.0,5501.0,4.0,3.0,2.0,yes,no,yes,no,yes,1.0,yes,semi-furnished,
8295000.0,4881.0,4.0,3.0,2.0,yes,no,no,no,yes,1.0,yes,furnished,
8400000.0,8875.0,3.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,
5810000.0,,4.0,1.0,4.0,yes,yes,no,no,no,0.0,no,semi-furnished,
7525000.0,6000.0,3.0,2.0,4.0,yes,no,no,no,yes,1.0,no,furnished,
6860000.0,6000.0,3.0,1.0,1.0,yes,no,no,no,yes,1.0,no,furnished,
2380000.0,2787.0,4.0,2.0,2.0,yes,no,no,no,no,0.0,no,furnished,
12250000.0,9960.0,3.0,2.0,2.0,yes,no,yes,no,no,2.0,yes,semi-furnished,
3003000.0,8050.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
7420000.0,7440.0,3.0,2.0,1.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished,
6195000.0,6350.0,3.0,2.0,3.0,yes,yes,no,no,,0.0,no,furnished,
5530000.0,3300.0,3.0,3.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,
3143000.0,4500.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished,
4200000.0,3640.0,3.0,2.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,
5775000.0,6000.0,3.0,2.0,4.0,yes,no,no,no,yes,0.0,no,unfurnished,
3150000.0,3450.0,1.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,
7700000.0,6481.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,unfurnished,
4095000.0,3680.0,3.0,2.0,2.0,yes,no,no,no,no,,no,semi-furnished,
4543000.0,4100.0,2.0,2.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished,
5600000.0,6360.0,3.0,1.0,3.0,yes,no,no,no,no,0.0,yes,semi-furnished,
5005000.0,8150.0,3.0,2.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished,
3430000.0,3185.0,2.0,1.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,
8645000.0,4561.0,3.0,3.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished,
3703000.0,3120.0,3.0,1.0,2.0,no,no,,yes,no,0.0,no,semi-furnished,
3150000.0,3986.0,2.0,2.0,1.0,no,yes,yes,no,no,1.0,no,unfurnished,
6930000.0,13201.0,2.0,1.0,1.0,yes,no,yes,yes,no,1.0,no,furnished,
3129000.0,5495.0,3.0,1.0,1.0,yes,no,yes,no,no,0.0,no,unfurnished,
7343000.0,11441.0,4.0,1.0,2.0,yes,no,yes,no,no,1.0,yes,semi-furnished,
7962500.0,6000.0,3.0,2.0,4.0,yes,yes,no,no,yes,2.0,no,unfurnished,
3675000.0,3630.0,2.0,1.0,1.0,yes,no,yes,no,no,0.0,no,furnished,
5145000.0,7980.0,3.0,1.0,1.0,yes,no,no,no,no,1.0,yes,semi-furnished,
2940000.0,3660.0,4.0,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,
5740000.0,6360.0,3.0,1.0,1.0,yes,yes,,no,yes,2.0,yes,furnished,
8295000.0,4881.0,4.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,furnished,
8680000.0,7155.0,3.0,,,yes,yes,yes,no,yes,2.0,no,unfurnished,
8190000.0,5961.0,3.0,3.0,2.0,yes,yes,yes,no,no,1.0,no,unfurnished,
7350000.0,6000.0,3.0,1.0,2.0,yes,no,no,no,yes,1.0,no,unfurnished,
5110000.0,6100.0,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,semi-furnished,
4025000.0,3630.0,3.0,2.0,2.0,yes,no,no,yes,no,2.0,no,semi-furnished,
2590000.0,,2.0,1.0,1.0,yes,,no,no,no,0.0,,unfurnished,
4305000.0,4400.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,
4690000.0,9667.0,4.0,2.0,2.0,yes,yes,yes,no,no,1.0,no,semi-furnished,
7420000.0,,3.0,1.0,4.0,yes,,no,no,yes,1.0,no,unfurnished,
5950000.0,6420.0,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,furnished,
8855000.0,6421.0,3.0,3.0,2.0,yes,no,no,no,yes,1.0,yes,,
9100000.0,6601.0,4.0,3.0,2.0,yes,yes,yes,no,yes,1.0,yes,unfurnished,
8750000.0,4321.0,3.0,1.0,2.0,yes,no,yes,yes,no,2.0,no,semi-furnished,
4753000.0,6440.0,2.0,1.0,1.0,yes,no,no,no,yes,3.0,no,semi-furnished,
4060000.0,4992.0,3.0,2.0,2.0,yes,no,no,no,no,2.0,no,unfurnished,
5600000.0,5500.0,3.0,2.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
3605000.0,4000.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished,
6195000.0,6350.0,3.0,2.0,3.0,yes,yes,no,no,yes,0.0,no,furnished,
7420000.0,6326.0,3.0,1.0,4.0,yes,no,no,no,yes,1.0,no,unfurnished,
7560000.0,,3.0,2.0,3.0,,no,no,no,yes,0.0,no,semi-furnished,
3360000.0,3100.0,3.0,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,
3500000.0,3650.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
2275000.0,3970.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,
3570000.0,4500.0,2.0,1.0,1.0,no,no,no,no,no,0.0,no,furnished,
3150000.0,9000.0,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,
4319000.0,4032.0,2.0,1.0,1.0,yes,no,yes,no,no,0.0,no,furnished,
3080000.0,3090.0,2.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,unfurnished,
3885000.0,3780.0,2.0,1.0,2.0,yes,yes,yes,no,no,0.0,no,semi-furnished,
3640000.0,3570.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,
9800000.0,5750.0,3.0,3.0,4.0,yes,yes,no,no,yes,1.0,yes,unfurnished,
11410000.0,7420.0,4.0,1.0,2.0,yes,yes,yes,no,yes,2.0,no,furnished,
3780000.0,5830.0,2.0,1.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,
7070000.0,8881.0,2.0,1.0,1.0,yes,no,no,no,yes,1.0,no,semi-furnished,
7560000.0,6001.0,4.0,2.0,4.0,yes,no,no,no,yes,1.0,no,furnished,
3780000.0,8400.0,2.0,1.0,1.0,yes,,no,,no,,no,,
3080000.0,4960.0,2.0,1.0,1.0,yes,no,yes,no,yes,0.0,no,,
3773000.0,6930.0,4.0,1.0,2.0,no,no,no,no,,1.0,no,furnished,
5565000.0,5400.0,5.0,1.0,2.0,yes,yes,yes,no,yes,0.0,yes,furnished,
,5501.0,4.0,,2.0,yes,no,yes,no,yes,1.0,yes,semi-furnished,
4767000.0,3420.0,4.0,2.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,
9800000.0,13200.0,3.0,2.0,2.0,yes,no,yes,no,yes,2.0,yes,furnished,
7910000.0,6000.0,4.0,2.0,4.0,yes,no,no,no,yes,1.0,no,semi-furnished,
5110000.0,3000.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,
4403000.0,2880.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,
6195000.0,5500.0,3.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished,
2380000.0,3264.0,,1.0,1.0,,no,no,no,no,0.0,no,unfurnished,
3850000.0,2015.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,yes,semi-furnished,
,7680.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished,
2730000.0,6800.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
4095000.0,4040.0,2.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
3640000.0,5960.0,3.0,1.0,2.0,yes,yes,yes,no,no,0.0,no,unfurnished,
4007500.0,4500.0,3.0,1.0,2.0,no,no,yes,no,yes,0.0,no,semi-furnished,
8575000.0,8800.0,3.0,2.0,2.0,yes,no,no,no,yes,2.0,no,furnished,
6300000.0,9000.0,3.0,,,yes,no,yes,,no,1.0,yes,furnished,
7455000.0,4301.0,3.0,2.0,2.0,yes,no,yes,no,no,1.0,no,unfurnished,
5950000.0,6525.0,3.0,2.0,4.0,yes,no,no,no,no,1.0,no,furnished,
7962500.0,6001.0,3.0,1.0,,yes,yes,no,no,yes,2.0,no,unfurnished,
7245000.0,9000.0,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,yes,furnished,
4200000.0,5500.0,3.0,1.0,2.0,yes,no,no,,yes,0.0,,unfurnished,
8400000.0,7476.0,3.0,3.0,4.0,yes,no,no,no,yes,2.0,no,unfurnished,
8680000.0,7156.0,3.0,2.0,1.0,yes,yes,yes,no,yes,2.0,no,unfurnished,
2835000.0,4350.0,3.0,1.0,2.0,no,no,no,yes,no,1.0,no,unfurnished,
7000000.0,11176.0,3.0,1.0,1.0,yes,no,yes,no,yes,1.0,yes,furnished,
3703000.0,3120.0,3.0,1.0,2.0,no,no,yes,yes,no,0.0,no,semi-furnished,
7350000.0,6000.0,3.0,2.0,2.0,yes,yes,no,no,yes,1.0,no,semi-furnished,
3640000.0,4280.0,2.0,1.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished,
4550000.0,3640.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,furnished,
4165000.0,4840.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
2660000.0,2430.0,3.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,
9870000.0,8100.0,4.0,1.0,2.0,yes,yes,yes,no,yes,2.0,yes,furnished,
4193000.0,3450.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
4165000.0,4080.0,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,
9100000.0,6601.0,4.0,2.0,2.0,yes,yes,yes,no,yes,1.0,yes,unfurnished,
3150000.0,1650.0,3.0,1.0,2.0,no,no,yes,no,no,0.0,no,unfurnished,
3360000.0,4960.0,4.0,1.0,3.0,no,no,no,no,no,0.0,no,semi-furnished,
6650000.0,5700.0,3.0,1.0,1.0,yes,yes,yes,no,yes,2.0,yes,furnished,
6020000.0,8000.0,3.0,1.0,1.0,yes,yes,yes,no,yes,2.0,yes,semi-furnished,
8680000.0,7156.0,3.0,3.0,1.0,yes,yes,yes,no,yes,2.0,no,unfurnished,
2660000.0,3630.0,3.0,3.0,2.0,,yes,no,no,no,0.0,no,unfurnished,
5950000.0,7020.0,3.0,1.0,1.0,yes,no,yes,no,yes,,yes,semi-furnished,
8575000.0,8801.0,3.0,2.0,2.0,yes,no,no,no,yes,2.0,no,furnished,
3885000.0,3180.0,4.0,2.0,,yes,no,,no,no,0.0,no,furnished,
3500000.0,4240.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,
2852500.0,5200.0,4.0,1.0,3.0,yes,no,no,no,no,0.0,no,unfurnished,
2870000.0,5400.0,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
3430000.0,2610.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,yes,unfurnished,
3780000.0,5830.0,2.0,1.0,1.0,yes,no,no,,no,2.0,no,,
8400000.0,8876.0,3.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,
5740000.0,4640.0,4.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
2135000.0,3000.0,2.0,1.0,1.0,no,no,no,no,,0.0,no,unfurnished,
2100000.0,3360.0,2.0,1.0,1.0,yes,,no,no,no,1.0,no,unfurnished,
4935000.0,5948.0,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,
5740000.0,5800.0,3.0,2.0,4.0,yes,no,no,no,yes,0.0,no,unfurnished,
3745000.0,3480.0,2.0,,1.0,yes,no,no,,no,0.0,,semi-furnished,
3010000.0,2835.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
9240000.0,7800.0,3.0,2.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,
3500000.0,3990.0,3.0,1.0,2.0,yes,no,no,no,no,,no,semi-furnished,
9310000.0,6550.0,4.0,3.0,2.0,yes,no,no,no,yes,1.0,yes,semi-furnished,
5110000.0,11410.0,2.0,1.0,2.0,yes,no,no,no,no,0.0,yes,furnished,
,6825.0,3.0,1.0,1.0,yes,yes,yes,,yes,0.0,yes,,
5215000.0,7200.0,3.0,1.0,2.0,yes,yes,yes,no,no,1.0,yes,furnished,
7350000.0,5150.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,semi-furnished,
4480000.0,4040.0,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
2940000.0,6615.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,
3773000.0,,3.0,1.0,1.0,yes,no,no,no,no,2.0,no,furnished,
3395000.0,3640.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,
5600000.0,4700.0,4.0,1.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished,
4970000.0,4410.0,4.0,3.0,2.0,yes,no,yes,no,no,2.0,no,semi-furnished,
4900000.0,4770.0,3.0,1.0,,yes,yes,yes,no,no,0.0,no,semi-furnished,
6405000.0,4800.0,3.0,,4.0,yes,yes,no,no,yes,0.0,no,furnished,
7700000.0,6480.0,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,unfurnished,
9100000.0,6001.0,4.0,1.0,2.0,yes,no,yes,no,no,2.0,no,semi-furnished,
3465000.0,3060.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
4480000.0,4510.0,4.0,1.0,2.0,yes,no,no,no,yes,2.0,no,semi-furnished,
9310000.0,6550.0,4.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,semi-furnished,
2940000.0,3150.0,3.0,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,
4200000.0,4500.0,3.0,1.0,1.0,yes,no,yes,no,no,0.0,no,furnished,
4613000.0,4510.0,4.0,2.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,
4550000.0,3520.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,yes,semi-furnished,
3500000.0,3640.0,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,
2100000.0,2400.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
4760000.0,10240.0,2.0,1.0,1.0,yes,no,no,no,yes,2.0,yes,unfurnished,
6020000.0,6900.0,3.0,2.0,1.0,yes,yes,yes,no,no,0.0,yes,unfurnished,
7343000.0,11440.0,4.0,1.0,2.0,yes,no,yes,no,no,1.0,yes,semi-furnished,
5950000.0,6254.0,4.0,2.0,1.0,,no,,no,no,1.0,yes,semi-furnished,
8295000.0,,4.0,3.0,2.0,yes,no,no,no,yes,1.0,yes,,
4060000.0,4320.0,3.0,1.0,2.0,yes,no,no,no,no,2.0,yes,furnished,
4270000.0,4500.0,2.0,1.0,1.0,yes,no,no,no,yes,2.0,no,furnished,
1767150.0,2400.0,3.0,1.0,1.0,,no,,no,no,0.0,no,semi-furnished,
5810000.0,5828.0,4.0,1.0,4.0,yes,yes,no,no,no,0.0,no,semi-furnished,
7420000.0,7440.0,3.0,2.0,4.0,yes,no,no,no,no,1.0,yes,unfurnished,
4620000.0,2870.0,2.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished,
6230000.0,5500.0,3.0,1.0,3.0,yes,no,no,no,no,1.0,yes,,
5600000.0,5136.0,3.0,1.0,2.0,yes,yes,yes,no,yes,0.0,yes,unfurnished,
3780000.0,4820.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,
7980000.0,9001.0,4.0,3.0,4.0,yes,no,no,no,yes,2.0,no,furnished,
7560000.0,6001.0,3.0,2.0,3.0,yes,no,no,no,yes,0.0,no,semi-furnished,
4340000.0,6450.0,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,
8463000.0,6001.0,3.0,2.0,4.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished,
5250000.0,3800.0,3.0,1.0,2.0,yes,yes,yes,no,no,1.0,yes,unfurnished,
3675000.0,3630.0,2.0,1.0,1.0,,no,no,no,yes,,no,unfurnished,
3115000.0,3500.0,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
2870000.0,3040.0,2.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,
6790000.0,4000.0,3.0,2.0,2.0,yes,no,yes,no,yes,0.0,yes,semi-furnished,
4340000.0,3500.0,,1.0,2.0,yes,no,no,no,no,2.0,no,furnished,
7420000.0,7441.0,3.0,2.0,1.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished,
3710000.0,3600.0,3.0,1.0,1.0,yes,no,no,no,no,1.0,no,unfurnished,
2275000.0,3970.0,1.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,
8575000.0,8801.0,3.0,2.0,2.0,yes,no,no,no,yes,2.0,,furnished,
9240000.0,3500.0,4.0,3.0,2.0,yes,no,no,yes,no,2.0,no,furnished,
4200000.0,2953.0,3.0,1.0,2.0,yes,no,yes,no,yes,0.0,no,unfurnished,
4690000.0,5170.0,3.0,1.0,4.0,yes,no,no,no,yes,0.0,no,semi-furnished,
3780000.0,2856.0,3.0,1.0,3.0,yes,no,no,no,no,0.0,yes,furnished,
3640000.0,3000.0,2.0,1.0,2.0,yes,no,no,no,yes,0.0,no,furnished,
2520000.0,3000.0,2.0,1.0,2.0,yes,no,no,no,no,0.0,no,furnished,
3115000.0,3850.0,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
5740000.0,5000.0,3.0,1.0,3.0,yes,no,no,no,yes,0.0,no,semi-furnished,
5250000.0,9800.0,4.0,2.0,2.0,yes,yes,no,no,no,2.0,no,semi-furnished,
3332000.0,2145.0,3.0,1.0,2.0,yes,no,yes,no,no,0.0,yes,furnished,
4200000.0,2610.0,4.0,3.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,
6629000.0,6000.0,3.0,,2.0,yes,no,no,,no,1.0,yes,semi-furnished,
6300000.0,6400.0,3.0,1.0,1.0,yes,,yes,,yes,1.0,yes,semi-furnished,
4473000.0,3162.0,3.0,1.0,2.0,yes,no,no,no,yes,1.0,no,furnished,
6930000.0,8881.0,3.0,2.0,2.0,yes,no,yes,no,yes,1.0,no,furnished,
,7160.0,3.0,,1.0,yes,no,yes,no,no,2.0,yes,unfurnished,
9681000.0,6001.0,4.0,3.0,2.0,yes,yes,yes,yes,no,2.0,no,semi-furnished,
3010000.0,3630.0,4.0,1.0,2.0,yes,no,no,no,no,3.0,no,semi-furnished,
2961000.0,3000.0,2.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,
3500000.0,9500.0,3.0,1.0,2.0,yes,no,no,no,no,3.0,yes,unfurnished,
4690000.0,3630.0,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,
3710000.0,6020.0,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,
3290000.0,3180.0,4.0,1.0,2.0,yes,no,yes,no,yes,0.0,no,unfurnished,
2408000.0,3635.0,2.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,
4200000.0,4600.0,3.0,2.0,2.0,yes,no,no,no,yes,1.0,no,semi-furnished,
5950000.0,3700.0,4.0,1.0,2.0,yes,yes,no,no,yes,0.0,no,furnished,
5110000.0,3000.0,3.0,2.0,2.0,yes,yes,yes,no,no,0.0,no,furnished,
13300000.0,7420.0,4.0,2.0,3.0,yes,no,no,no,yes,2.0,yes,furnished,
5033000.0,4800.0,2.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished,
