,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hot_water_heating,airconditioning,parking,prefarea,furnishing_status_furnished,furnishing_status_semi-furnished,furnishing_status_unfurnished,furnishing_status_unknown,price
353,13201.0,2.0,1.0,1.0,1,0,1,1,0,1.0,0,True,False,False,False,6930000.0
422,7156.0,3.0,2.0,1.0,1,1,1,0,1,2.0,0,False,False,True,False,8680000.0
620,2176.0,2.0,1.0,2.0,1,1,0,0,0,0.0,1,False,True,False,False,3850000.0
241,5800.0,2.0,1.0,1.0,1,1,1,0,1,0.0,0,False,True,False,False,4900000.0
406,5500.0,3.0,2.0,4.0,1,1,0,0,1,1.0,0,False,True,False,False,6195000.0
269,4500.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,True,False,False,3605000.0
798,3000.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,False,True,False,False,2485000.0
370,6000.0,3.0,1.0,4.0,1,0,0,0,1,1.0,0,False,False,True,False,7420000.0
146,4500.0,2.0,1.0,2.0,1,0,0,1,0,1.0,0,False,True,False,False,3080000.0
102,2145.0,3.0,1.0,2.0,1,0,1,0,0,0.0,1,True,False,False,False,3290000.0
348,8150.0,3.0,2.0,1.0,1,1,1,0,0,0.0,0,False,True,False,False,5005000.0
395,6001.0,4.0,2.0,4.0,1,0,0,0,1,1.0,0,True,False,False,False,7560000.0
460,11410.0,2.0,1.0,2.0,1,0,0,0,0,0.0,1,True,False,False,False,5110000.0
50,4240.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,False,True,False,False,3500000.0
219,12900.0,3.0,1.0,1.0,1,0,0,0,0,2.0,0,True,False,False,False,4900000.0
735,2325.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,False,True,False,False,4200000.0
158,6000.0,3.0,2.0,4.0,1,1,1,0,1,0.0,1,False,True,False,False,8463000.0
740,13201.0,3.0,1.0,1.0,1,0,0,1,0,1.0,0,True,False,False,False,6930000.0
16,4260.0,4.0,1.0,2.0,1,0,1,0,1,0.0,0,True,False,False,False,5250000.0
360,6360.0,3.0,1.0,1.0,1,1,0,0,1,2.0,1,True,False,False,False,5740000.0
473,6001.0,4.0,1.0,2.0,1,0,1,0,0,2.0,0,False,True,False,False,9100000.0
407,3264.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,2380000.0
633,3649.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,1890000.0
509,3970.0,1.0,1.0,1.0,0,0,0,0,0,0.0,0,False,False,True,False,2275000.0
715,5600.0,3.0,1.0,1.0,1,0,0,0,1,0.0,0,False,True,False,False,4095000.0
450,4640.0,4.0,1.0,2.0,1,0,0,0,0,1.0,0,False,True,False,False,5740000.0
314,8250.0,3.0,1.0,1.0,1,0,1,0,0,3.0,0,False,True,False,False,4193000.0
171,6360.0,3.0,1.0,1.0,1,1,1,0,1,2.0,1,True,False,False,False,5740000.0
332,6000.0,3.0,2.0,4.0,1,0,0,0,1,1.0,0,True,False,False,False,7525000.0
402,13200.0,3.0,2.0,2.0,1,0,1,0,1,2.0,1,True,False,False,False,9800000.0
609,7951.0,5.0,2.0,2.0,1,0,1,1,0,2.0,0,False,False,True,False,8400000.0
55,4640.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,False,True,False,False,5740000.0
182,3600.0,6.0,1.0,2.0,1,0,0,0,0,1.0,0,False,False,True,False,3500000.0
358,7980.0,3.0,1.0,1.0,1,0,0,0,0,1.0,1,False,True,False,False,5145000.0
625,5400.0,4.0,2.0,2.0,1,0,0,0,1,2.0,0,False,False,True,False,5740000.0
174,7155.0,3.0,3.0,1.0,1,1,1,0,1,2.0,0,False,False,True,False,8680000.0
143,5300.0,3.0,1.0,1.0,0,0,0,0,1,0.0,1,False,False,True,False,2233000.0
15,4000.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,3430000.0
355,11441.0,4.0,1.0,2.0,1,0,1,0,0,1.0,1,False,True,False,False,7343000.0
446,5400.0,4.0,1.0,2.0,1,0,0,0,0,0.0,0,False,False,True,False,2870000.0
154,3240.0,2.0,1.0,1.0,0,1,0,0,0,1.0,0,False,False,True,False,2450000.0
128,7001.0,3.0,2.0,4.0,1,0,0,0,1,2.0,0,True,False,False,False,8080940.0
176,3700.0,4.0,1.0,2.0,1,0,0,0,1,0.0,0,True,False,False,False,5950000.0
290,7200.0,3.0,2.0,1.0,1,0,1,0,1,3.0,0,False,True,False,False,6300000.0
635,5500.0,3.0,2.0,1.0,1,0,1,0,0,0.0,0,False,True,False,False,5250000.0
689,6000.0,3.0,1.0,2.0,1,0,0,1,0,1.0,1,False,True,False,False,6629000.0
374,4321.0,3.0,1.0,2.0,1,0,1,1,0,2.0,0,False,True,False,False,8750000.0
221,7020.0,3.0,1.0,1.0,1,0,1,0,1,2.0,1,False,True,False,False,5950000.0
413,4500.0,3.0,1.0,2.0,0,0,1,0,1,0.0,0,False,True,False,False,4007500.0
6,5500.0,4.0,2.0,2.0,1,0,1,0,1,1.0,1,False,True,False,False,8400000.0
306,2175.0,3.0,1.0,2.0,0,1,1,0,1,0.0,0,False,False,True,False,4270000.0
9,4000.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,False,False,True,False,2730000.0
239,6550.0,3.0,1.0,2.0,1,0,1,0,1,0.0,1,False,False,False,True,7875000.0
503,3500.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,3115000.0
183,6601.0,3.0,1.0,4.0,1,0,0,0,1,3.0,1,True,False,False,False,7490000.0
594,5320.0,2.0,1.0,1.0,1,0,0,0,0,1.0,1,False,False,True,False,3465000.0
579,9620.0,3.0,1.0,1.0,1,0,1,0,0,2.0,1,True,False,False,False,6083000.0
574,6360.0,2.0,1.0,2.0,1,0,0,0,0,0.0,0,False,False,True,False,4270000.0
157,3150.0,3.0,1.0,2.0,0,0,0,0,0,0.0,0,False,False,False,True,2940000.0
393,5830.0,2.0,1.0,1.0,1,0,0,0,0,2.0,0,False,False,True,False,3780000.0
693,3000.0,2.0,1.0,1.0,1,0,1,0,0,2.0,0,False,False,True,False,1820000.0
115,6000.0,3.0,1.0,1.0,1,0,0,0,0,2.0,0,False,True,False,False,4550000.0
295,9000.0,4.0,3.0,4.0,1,0,0,0,1,2.0,0,False,False,False,True,7980000.0
153,4785.0,3.0,1.0,2.0,1,1,1,0,1,1.0,0,True,False,False,False,3395000.0
547,6650.0,3.0,1.0,2.0,1,1,0,0,0,0.0,0,False,True,False,False,4235000.0
202,6000.0,4.0,2.0,2.0,0,0,0,0,1,0.0,0,False,True,False,False,5250000.0
274,3960.0,3.0,1.0,1.0,1,0,1,0,0,2.0,0,False,True,False,False,6475000.0
20,1950.0,3.0,1.0,1.0,0,0,0,1,0,0.0,0,False,False,True,False,2240000.0
619,2787.0,3.0,1.0,1.0,1,0,1,0,0,0.0,1,True,False,False,False,4235000.0
497,9001.0,4.0,3.0,4.0,1,0,0,0,1,2.0,0,True,False,False,False,7980000.0
410,6800.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,2730000.0
427,4280.0,2.0,1.0,1.0,1,0,0,0,1,2.0,0,False,True,False,False,3640000.0
87,3069.0,2.0,1.0,1.0,1,0,0,0,0,1.0,0,False,False,True,False,3150000.0
141,8875.0,3.0,2.0,1.0,1,0,0,0,0,1.0,0,False,True,False,False,8400000.0
303,3850.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,True,False,False,3850000.0
73,7980.0,3.0,1.0,1.0,1,0,0,0,0,2.0,0,False,True,False,False,5495000.0
725,10500.0,2.0,1.0,1.0,1,0,0,0,0,1.0,0,False,True,False,False,5600000.0
215,4560.0,3.0,2.0,2.0,1,1,1,0,1,1.0,0,True,False,False,False,8645000.0
227,6241.0,4.0,2.0,2.0,1,0,0,0,1,1.0,0,True,False,False,False,7070000.0
389,3780.0,2.0,1.0,2.0,1,1,1,0,0,0.0,0,False,True,False,False,3885000.0
205,6001.0,4.0,2.0,4.0,1,0,0,0,0,2.0,0,False,True,False,False,7700000.0
741,8580.0,4.0,3.0,4.0,1,0,0,0,1,2.0,1,False,True,False,False,10150000.0
596,4000.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,3430000.0
324,3264.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,2380000.0
338,6350.0,3.0,2.0,3.0,1,1,0,0,0,0.0,0,True,False,False,False,6195000.0
192,3900.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,False,False,True,False,4375000.0
112,4100.0,4.0,1.0,1.0,0,0,1,0,0,0.0,0,False,False,True,False,3990000.0
4,7500.0,4.0,2.0,2.0,1,0,1,0,1,3.0,1,True,False,False,False,12215000.0
283,9000.0,4.0,2.0,4.0,1,0,0,0,1,2.0,0,True,False,False,False,7980000.0
272,12090.0,4.0,2.0,2.0,1,0,0,0,0,2.0,1,True,False,False,False,6790000.0
40,6001.0,4.0,2.0,4.0,1,1,0,0,1,1.0,0,True,False,False,False,7350000.0
663,4040.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,True,False,False,3710000.0
791,9001.0,4.0,2.0,4.0,1,0,0,0,1,2.0,0,True,False,False,False,7980000.0
608,7231.0,3.0,1.0,2.0,1,1,1,0,1,0.0,1,False,True,False,False,5950000.0
780,3000.0,2.0,1.0,1.0,1,0,0,0,0,1.0,0,False,False,True,False,2450000.0
293,7001.0,3.0,3.0,4.0,1,0,0,0,1,2.0,0,True,False,False,False,8080940.0
33,4040.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,False,True,3290000.0
104,6001.0,3.0,2.0,4.0,1,1,0,0,1,2.0,0,False,False,True,False,7962500.0
597,8801.0,3.0,3.0,2.0,1,0,0,0,1,2.0,0,True,False,False,False,8575000.0
235,3630.0,2.0,1.0,1.0,1,0,0,0,1,0.0,0,False,False,True,False,3675000.0
251,7475.0,3.0,2.0,4.0,1,0,0,0,1,2.0,0,False,False,True,False,8400000.0
64,5960.0,3.0,3.0,2.0,1,1,1,0,0,1.0,0,False,False,True,False,8190000.0
376,4992.0,3.0,2.0,2.0,1,0,0,0,0,2.0,0,False,False,True,False,4060000.0
462,7200.0,3.0,1.0,2.0,1,1,1,0,0,1.0,1,True,False,False,False,5215000.0
248,2800.0,3.0,2.0,2.0,0,0,1,0,1,1.0,0,False,True,False,False,4956000.0
245,2990.0,2.0,1.0,1.0,0,0,0,0,0,1.0,0,False,False,True,False,1855000.0
772,3750.0,3.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,3360000.0
539,4800.0,2.0,1.0,1.0,1,1,1,0,0,0.0,0,False,True,False,False,5033000.0
464,4040.0,3.0,1.0,2.0,1,0,0,0,0,1.0,0,False,True,False,False,4480000.0
796,3420.0,5.0,1.0,2.0,0,0,0,0,0,0.0,0,False,False,True,False,1960000.0
664,4400.0,4.0,1.0,2.0,1,0,0,0,1,2.0,1,False,True,False,False,5565000.0
270,3500.0,4.0,3.0,2.0,1,0,0,1,0,2.0,0,True,False,False,False,9240000.0
727,6750.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,True,False,False,3150000.0
695,5680.0,3.0,1.0,2.0,1,1,0,0,1,1.0,0,False,True,False,False,4620000.0
571,4750.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,3360000.0
513,5170.0,3.0,1.0,4.0,1,0,0,0,1,0.0,0,False,True,False,False,4690000.0
340,4500.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,False,False,True,False,3143000.0
385,4500.0,2.0,1.0,1.0,0,0,0,0,0,0.0,0,True,False,False,False,3570000.0
425,3120.0,3.0,1.0,2.0,0,0,1,1,0,0.0,0,False,True,False,False,3703000.0
232,3600.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,True,False,False,False,3675000.0
702,7700.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,2450000.0
43,4321.0,3.0,2.0,2.0,1,0,1,1,0,2.0,0,False,True,False,False,8750000.0
744,5076.0,3.0,1.0,1.0,0,0,0,0,0,0.0,0,False,False,True,False,3010000.0
661,3501.0,4.0,2.0,2.0,1,0,0,1,0,2.0,0,True,False,False,False,9240000.0
435,1650.0,3.0,1.0,2.0,0,0,1,0,0,0.0,0,False,False,True,False,3150000.0
600,7800.0,3.0,1.0,1.0,1,0,1,0,1,2.0,1,False,False,True,False,5320000.0
508,3600.0,3.0,1.0,1.0,1,0,0,0,0,1.0,0,False,False,True,False,3710000.0
563,5500.0,4.0,3.0,2.0,1,0,1,0,1,1.0,1,False,True,False,False,8400000.0
134,5500.0,3.0,2.0,1.0,1,1,1,0,0,2.0,1,True,False,False,False,6195000.0
11,5500.0,3.0,1.0,3.0,1,0,0,0,0,1.0,1,True,False,False,False,6230000.0
388,3090.0,2.0,1.0,1.0,1,1,1,0,0,0.0,0,False,False,True,False,3080000.0
797,5700.0,3.0,1.0,1.0,1,1,1,0,1,0.0,1,True,False,False,False,6650000.0
562,3501.0,4.0,3.0,2.0,1,0,0,1,0,2.0,0,True,False,False,False,9240000.0
618,2400.0,3.0,1.0,1.0,0,0,0,0,0,0.0,0,False,True,False,False,1767150.0
440,3630.0,3.0,3.0,2.0,1,1,0,0,0,0.0,0,False,False,True,False,2660000.0
53,7950.0,5.0,3.0,2.0,1,0,1,1,0,2.0,0,False,False,True,False,8400000.0
198,5900.0,2.0,1.0,1.0,1,0,0,0,0,1.0,0,True,False,False,False,3500000.0
399,5400.0,5.0,1.0,2.0,1,1,1,0,1,0.0,1,True,False,False,False,5565000.0
75,4500.0,3.0,1.0,4.0,1,0,0,0,1,0.0,0,False,False,True,False,6160000.0
776,7500.0,3.0,3.0,1.0,1,0,1,0,1,2.0,1,False,True,False,False,10850000.0
289,7700.0,3.0,2.0,1.0,1,0,0,0,0,2.0,0,False,False,True,False,6895000.0
308,4880.0,4.0,2.0,2.0,1,0,0,0,1,1.0,1,True,False,False,False,8295000.0
144,7260.0,3.0,2.0,1.0,1,1,1,0,0,3.0,0,True,False,False,False,3920000.0
276,3450.0,3.0,1.0,2.0,1,0,1,0,0,0.0,0,False,True,False,False,3150000.0
447,2610.0,3.0,1.0,2.0,1,0,1,0,0,0.0,1,False,False,True,False,3430000.0
78,6930.0,4.0,1.0,2.0,0,0,0,0,0,1.0,0,True,False,False,False,3773000.0
273,4050.0,2.0,1.0,2.0,1,1,1,0,0,0.0,1,False,False,True,False,3990000.0
364,6000.0,3.0,1.0,2.0,1,0,0,0,1,1.0,0,False,False,True,False,7350000.0
336,8050.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,3003000.0
218,3600.0,3.0,1.0,2.0,0,0,0,0,0,1.0,0,False,False,True,False,2940000.0
373,6601.0,4.0,3.0,2.0,1,1,1,0,1,1.0,1,False,False,True,False,9100000.0
108,6300.0,3.0,1.0,1.0,1,0,0,0,1,0.0,0,False,True,False,False,4900000.0
629,6551.0,4.0,2.0,2.0,1,0,0,0,1,1.0,1,False,True,False,False,9310000.0
466,6000.0,3.0,1.0,1.0,1,0,0,0,0,2.0,0,True,False,False,False,3773000.0
46,5800.0,3.0,1.0,1.0,1,0,0,1,0,2.0,0,True,False,False,False,4200000.0
605,3180.0,3.0,1.0,2.0,0,0,1,0,0,0.0,0,False,True,False,False,3640000.0
569,2700.0,3.0,1.0,1.0,0,0,0,0,0,0.0,0,True,False,False,False,3353000.0
25,4600.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,True,False,False,False,3010000.0
101,6550.0,3.0,1.0,2.0,1,0,1,0,1,0.0,1,True,False,False,False,7875000.0
58,4880.0,4.0,3.0,2.0,1,0,0,0,1,1.0,1,True,False,False,False,8295000.0
805,6421.0,3.0,3.0,2.0,1,0,0,0,1,1.0,1,False,True,False,False,8855000.0
127,3600.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,True,False,False,3780000.0
634,4815.0,2.0,1.0,1.0,1,0,0,0,1,0.0,0,False,True,False,False,4830000.0
493,2870.0,2.0,1.0,2.0,1,1,1,0,0,0.0,1,False,True,False,False,4620000.0
416,4301.0,3.0,2.0,2.0,1,0,1,0,0,1.0,0,False,False,True,False,7455000.0
372,6421.0,3.0,3.0,2.0,1,0,0,0,1,1.0,1,False,False,False,True,8855000.0
470,4770.0,3.0,1.0,2.0,1,1,1,0,0,0.0,0,False,True,False,False,4900000.0
49,3240.0,3.0,1.0,2.0,1,0,0,0,0,2.0,0,False,True,False,False,3010000.0
653,6600.0,4.0,3.0,2.0,1,1,1,0,1,1.0,1,False,False,True,False,9100000.0
113,6000.0,3.0,2.0,3.0,1,0,0,0,1,0.0,0,False,True,False,False,7560000.0
172,2650.0,3.0,1.0,2.0,1,0,1,0,0,1.0,0,False,False,True,False,2800000.0
710,5000.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,False,True,False,False,6440000.0
319,3300.0,3.0,1.0,2.0,0,0,0,0,0,1.0,0,False,True,False,False,2835000.0
129,2145.0,3.0,1.0,3.0,1,0,0,0,0,1.0,1,False,False,True,False,4200000.0
111,3520.0,2.0,2.0,1.0,1,0,1,0,0,0.0,0,False,True,False,False,3640000.0
304,3000.0,3.0,1.0,2.0,1,0,1,0,1,0.0,0,False,True,False,False,4900000.0
701,6001.0,3.0,2.0,4.0,1,1,0,0,1,1.0,0,True,False,False,False,7210000.0
106,6800.0,2.0,1.0,1.0,1,1,1,0,0,2.0,0,True,False,False,False,6020000.0
74,4046.0,3.0,1.0,2.0,1,0,1,0,0,1.0,0,False,True,False,False,4165000.0
3,1700.0,3.0,1.0,2.0,1,0,0,0,0,0.0,0,False,False,True,False,1890000.0
17,4520.0,3.0,1.0,2.0,1,0,1,0,1,0.0,0,False,True,False,False,4900000.0
76,8400.0,3.0,1.0,2.0,1,1,1,0,1,2.0,1,False,False,True,False,5250000.0
804,4000.0,3.0,1.0,2.0,1,0,0,0,1,0.0,0,False,False,True,False,2653000.0
54,11440.0,4.0,1.0,2.0,1,0,1,0,0,1.0,1,False,True,False,False,7343000.0
294,5885.0,2.0,1.0,1.0,1,0,0,0,1,1.0,0,False,False,True,False,4480000.0
769,3500.0,4.0,1.0,2.0,1,0,0,0,0,2.0,0,True,False,False,False,4340000.0
275,4320.0,3.0,2.0,2.0,1,0,1,1,0,2.0,0,False,True,False,False,8750000.0
148,3000.0,2.0,1.0,1.0,0,0,0,0,0,0.0,0,False,False,True,False,2135000.0
721,5850.0,3.0,1.0,2.0,1,0,1,0,0,1.0,0,False,False,True,False,2940000.0
35,9800.0,4.0,2.0,2.0,1,1,0,0,0,2.0,0,False,True,False,False,5250000.0
42,1836.0,2.0,1.0,1.0,0,0,1,0,0,0.0,0,False,True,False,False,2275000.0
704,7950.0,5.0,2.0,2.0,1,0,1,1,0,2.0,0,False,False,True,False,8400000.0
542,3240.0,4.0,1.0,3.0,1,0,0,0,0,1.0,0,False,True,False,False,6107500.0
671,6000.0,3.0,2.0,3.0,1,1,0,0,1,0.0,0,True,False,False,False,6650000.0
504,3040.0,2.0,1.0,1.0,0,0,0,0,0,0.0,0,False,False,True,False,2870000.0
367,6000.0,2.0,1.0,1.0,1,0,0,0,0,0.0,0,False,False,True,False,2590000.0
728,6000.0,3.0,2.0,4.0,1,0,0,0,1,0.0,0,False,True,False,False,6580000.0
262,6060.0,3.0,1.0,1.0,1,1,1,0,0,0.0,0,True,False,False,False,3290000.0
397,4960.0,2.0,1.0,1.0,1,0,1,0,1,0.0,0,False,False,False,True,3080000.0
